"No.","Time","Source","Destination","Protocol","Length","Info"
"14505","84.236846","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=5337129 Ack=2725 Win=267520 Len=1240"
"14716","84.272755","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=5487169 Ack=2725 Win=267520 Len=1240"
"14984","84.325676","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=5650849 Ack=2725 Win=267520 Len=1240"
"15926","87.287064","157.240.26.49","192.168.2.103","TCP","185","[TCP Retransmission] 443  >  1551 [PSH, ACK] Seq=1158 Ack=1052 Win=67840 Len=39"
"16143","90.800556","192.168.2.103","142.251.32.10","TCP","1394","[TCP Retransmission] 1584  >  443 [ACK] Seq=35223 Ack=16012 Win=66304 Len=1240"
"16144","90.800745","192.168.2.103","142.251.32.10","TCP","846","[TCP Retransmission] 1584  >  443 [PSH, ACK] Seq=36463 Ack=16012 Win=66304 Len=692 [TCP PDU reassembled in 16140]"
"16278","93.786351","192.168.2.103","142.251.32.10","TCP","720","[TCP Retransmission] 1589  >  443 [PSH, ACK] Seq=2725 Ack=6187171 Win=262144 Len=574"
"16288","94.061368","192.168.2.103","34.107.172.168","TCP","146","[TCP Retransmission] 1408  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"17014","94.317236","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [PSH, ACK] Seq=6743891 Ack=3299 Win=267008 Len=1240"
"17210","94.350614","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=6908811 Ack=3299 Win=267008 Len=1240"
"17212","94.350623","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=6911291 Ack=3299 Win=267008 Len=1240"
"17802","94.452745","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=7391171 Ack=3299 Win=267008 Len=1240"
"17803","94.452749","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [ACK] Seq=7392411 Ack=3299 Win=267008 Len=1240"
"18033","94.490926","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1589 [PSH, ACK] Seq=7590811 Ack=3299 Win=267008 Len=1240"
"18167","94.662264","192.168.2.103","34.107.172.168","TCP","146","[TCP Retransmission] 1408  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"18231","95.863256","192.168.2.103","34.107.172.168","TCP","146","[TCP Retransmission] 1408  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"18302","98.269697","192.168.2.103","34.107.172.168","TCP","146","[TCP Retransmission] 1408  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"18402","103.073419","192.168.2.103","34.107.172.168","TCP","146","[TCP Retransmission] 1408  >  443 [FIN, ACK] Seq=1 Ack=1 Win=256 Len=0"
"18505","104.368097","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=18535 Ack=43525 Win=233984 Len=1240"
"18682","104.406582","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=114015 Ack=43525 Win=233984 Len=1240"
"18684","104.406590","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=116495 Ack=43525 Win=233984 Len=1240"
"18685","104.406594","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=117735 Ack=43525 Win=233984 Len=1240"
"18689","104.406611","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=122695 Ack=43525 Win=233984 Len=1240"
"19379","104.548033","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=644047 Ack=43525 Win=233984 Len=1240"
"19449","104.560457","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=682487 Ack=43525 Win=233984 Len=1240 [TCP PDU reassembled in 19486]"
"19760","104.623818","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=882127 Ack=43525 Win=233984 Len=1240 [TCP PDU reassembled in 19828]"
"19761","104.623821","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=883367 Ack=43525 Win=233984 Len=1240 [TCP PDU reassembled in 19828]"
"19762","104.623825","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=885847 Ack=43525 Win=233984 Len=1240 [TCP PDU reassembled in 19828]"
"20228","104.723592","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=1205767 Ack=43525 Win=233984 Len=1240"
"20231","104.723605","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=1209487 Ack=43525 Win=233984 Len=1240 [TCP PDU reassembled in 20234]"
"20233","104.723614","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=1211967 Ack=43525 Win=233984 Len=1240 [TCP PDU reassembled in 20234]"
"20273","104.730859","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [ACK] Seq=1231807 Ack=43525 Win=233984 Len=1240"
"20275","104.730864","142.251.32.10","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1584 [PSH, ACK] Seq=1234287 Ack=43525 Win=233984 Len=1240"
