"No.","Time","Source","Destination","Protocol","Length","Info"
"1427","18.045216","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=69599 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1428","18.045219","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=70839 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1437","18.048263","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=99359 Ack=3976 Win=77056 Len=1240"
"1438","18.048268","157.240.26.49","192.168.2.103","TCP","599","[TCP Retransmission] 443  >  1225 [PSH, ACK] Seq=100599 Ack=3976 Win=77056 Len=445"
"1439","18.048272","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=65879 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1440","18.048276","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=67119 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1441","18.048280","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=68359 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1442","18.048284","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=69599 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1443","18.048288","157.240.26.49","192.168.2.103","TCP","1394","[TCP Retransmission] 443  >  1225 [ACK] Seq=70839 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1372]"
"1445","18.048740","157.240.26.49","192.168.2.103","TCP","1386","[TCP Retransmission] 443  >  1225 [ACK] Seq=99359 Ack=3976 Win=77056 Len=1240"
"1459","18.316839","157.240.26.49","192.168.2.103","TCP","348","[TCP Retransmission] 443  >  1225 [ACK] Seq=101044 Ack=3976 Win=77056 Len=202"
"1492","18.325064","157.240.26.49","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1225 [ACK] Seq=110109 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1480]"
"1493","18.325074","157.240.26.49","192.168.2.103","TCP","1394","[TCP Spurious Retransmission] 443  >  1225 [ACK] Seq=111349 Ack=3976 Win=77056 Len=1240 [TCP PDU reassembled in 1480]"
